id,transaction_id,account_address,mint_address,pre_balance,post_balance,balance_delta
5191,3668,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9063531612,9062426612,-1105000
5190,3667,99999ocGGdLH45WazXhY3kmLc98iSNm7bL2nTH15TwTA,,209673281,209667524,-5757
5189,3666,99999ocGGdLH45WazXhY3kmLc98iSNm7bL2nTH15TwTA,,209678909,209673281,-5628
5188,3665,99999ocGGdLH45WazXhY3kmLc98iSNm7bL2nTH15TwTA,,209684617,209678909,-5708
5187,3664,99999ocGGdLH45WazXhY3kmLc98iSNm7bL2nTH15TwTA,,213235630,213229831,-5799
5186,3663,99999ocGGdLH45WazXhY3kmLc98iSNm7bL2nTH15TwTA,,213241488,213235630,-5858
5185,3662,99999ocGGdLH45WazXhY3kmLc98iSNm7bL2nTH15TwTA,,213247488,213241488,-6000
5184,3661,99999ocGGdLH45WazXhY3kmLc98iSNm7bL2nTH15TwTA,,213253040,213247488,-5552
5183,3660,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9069156611,9069138780,-17831
5182,3659,99999ocGGdLH45WazXhY3kmLc98iSNm7bL2nTH15TwTA,,213258782,213253040,-5742
5181,3658,99999ocGGdLH45WazXhY3kmLc98iSNm7bL2nTH15TwTA,,213264715,213258782,-5933
5180,3657,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9069174453,9069156611,-17842
5179,3656,99999ocGGdLH45WazXhY3kmLc98iSNm7bL2nTH15TwTA,,213270414,213264715,-5699
5178,3655,99999ocGGdLH45WazXhY3kmLc98iSNm7bL2nTH15TwTA,,213276389,213270414,-5975
5177,3654,99999ocGGdLH45WazXhY3kmLc98iSNm7bL2nTH15TwTA,,213282125,213276389,-5736
5176,3653,2hSHWBC3VtebuLogNuRcDx8Hd3gNufPvysBNSix89m2q,,0,1100000,1100000
5175,3653,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,9069190458,9068085458,-1105000
5174,3652,99999ocGGdLH45WazXhY3kmLc98iSNm7bL2nTH15TwTA,,213288130,213282125,-6005
5173,3651,99999ocGGdLH45WazXhY3kmLc98iSNm7bL2nTH15TwTA,,213294113,213288130,-5983
5172,3650,99999ocGGdLH45WazXhY3kmLc98iSNm7bL2nTH15TwTA,,213299749,213294113,-5636
5171,3649,99999ocGGdLH45WazXhY3kmLc98iSNm7bL2nTH15TwTA,,213305740,213299749,-5991
5170,3648,99999ocGGdLH45WazXhY3kmLc98iSNm7bL2nTH15TwTA,,213311721,213305740,-5981
5169,3647,99999ocGGdLH45WazXhY3kmLc98iSNm7bL2nTH15TwTA,,213317442,213311721,-5721
5168,3646,99999ocGGdLH45WazXhY3kmLc98iSNm7bL2nTH15TwTA,,213323347,213317442,-5905
5167,3645,99999ocGGdLH45WazXhY3kmLc98iSNm7bL2nTH15TwTA,,213329210,213323347,-5863
4602,3494,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4282959289,4282954289,-5000
4601,3493,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4282964289,4282959289,-5000
4600,3492,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4282969289,4282964289,-5000
4599,3491,E1KKbbJTc5UXGjVbRGqUtyCAMypy9TNje9Mb2fjoor5s,,0,1100000,1100000
4598,3491,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4284074289,4282969289,-1105000
4597,3490,ADuUkR4vqLUMWXxW9gh6D6L8pMSawimctcNZ5pGwDcEt,,1410230,1413627,3397
4596,3490,EUDj8idRk3hwHvUV8M7LmPfvrCNADoMGDd7ZX4s38ntA,,156005006,155996609,-8397
4595,3489,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,418245643,418239928,-5715
4594,3488,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4282989878,4282984878,-5000
4593,3487,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4282994878,4282989878,-5000
4592,3486,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4282999878,4282994878,-5000
4591,3485,3bxJ5WxzFXX3LfALJ8yiNJUkFYDgzuMhuE5gbcDkrJTf,,0,1100000,1100000
4590,3485,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4284104878,4282999878,-1105000
4589,3484,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4283020429,4283015429,-5000
4588,3483,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4283025429,4283020429,-5000
4587,3482,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4283030429,4283025429,-5000
4586,3481,FHcYDdYDVPHfczuvS6fuPCJwBvEZuF9XBmxeLmhs4V8,,0,1100000,1100000
4585,3481,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4284135429,4283030429,-1105000
4584,3480,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4283050980,4283045980,-5000
4583,3479,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4283055980,4283050980,-5000
4582,3478,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4283060980,4283055980,-5000
4581,3477,orSUrVGBETeNXf5FWphHL2rrQWvhRtbQbinkRVGfBRg,,0,1100000,1100000
4580,3477,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4284165980,4283060980,-1105000
4579,3476,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4283081569,4283076569,-5000
4578,3475,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4283086569,4283081569,-5000
4577,3474,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4283091569,4283086569,-5000
4576,3473,BSnPM2zcsJgbCco1ctYMRMFx7Ui131Mea235pA5G9AsY,,0,1100000,1100000
4575,3473,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4284196569,4283091569,-1105000
4574,3472,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4283112120,4283107120,-5000
4573,3471,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4283117120,4283112120,-5000
4572,3470,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4283122120,4283117120,-5000
4571,3469,4G5oKKSt2UMFkeSNNHm24nMQSYyZ2YN3AdD5TWCJUCC2,,0,1100000,1100000
4570,3469,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4284227120,4283122120,-1105000
4569,3468,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4283142671,4283137671,-5000
4568,3467,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4283147671,4283142671,-5000
4567,3466,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4283152671,4283147671,-5000
4566,3465,J4WASdRaYWWXNE3FGCy8qNmw42RQfB6YohysJFNDw9bm,,0,1100000,1100000
4565,3465,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4284257671,4283152671,-1105000
4564,3464,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4283173222,4283168222,-5000
4563,3463,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4283178222,4283173222,-5000
4562,3462,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4283183222,4283178222,-5000
4561,3461,BJecx12mFPeiDthoUjhF7uN4XhHsa35CQVQdvr57imTH,,0,1100000,1100000
4560,3461,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4284288222,4283183222,-1105000
4559,3460,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4283204355,4283199355,-5000
4558,3459,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4283209355,4283204355,-5000
4557,3458,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4283214355,4283209355,-5000
4556,3457,6uWczfctoqcopeKgYdTYjj7d6RjHThSGYDTz7NyK1F8q,,0,1100000,1100000
4555,3457,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4284319355,4283214355,-1105000
4554,3456,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4283234944,4283229944,-5000
4553,3455,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4283239944,4283234944,-5000
4552,3454,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4283244944,4283239944,-5000
4551,3453,Gq685rMMt8nnmWSpYZYhjzNF8ARm8YeFduyEsJ6CarxB,,0,1100000,1100000
4550,3453,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4284349944,4283244944,-1105000
4549,3452,Cw8CFyM9FkoMi7K7Crf6HNQqf4uEMzpKw6QNghXLvLkY,,1004388,1008434,4046
4548,3452,EUDj8idRk3hwHvUV8M7LmPfvrCNADoMGDd7ZX4s38ntA,,156014052,156005006,-9046
4547,3451,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4284357340,4284349944,-7396
4546,3450,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4284364736,4284357340,-7396
4545,3449,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4284372133,4284364736,-7397
4544,3448,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,418251508,418245643,-5865
4543,3447,ADaUMid9yfUytqMBgopwjb2DTLSokTSzL1zt6iGPaS49,,1109680,1113247,3567
4542,3447,EUDj8idRk3hwHvUV8M7LmPfvrCNADoMGDd7ZX4s38ntA,,156022619,156014052,-8567
4541,3446,ADaUMid9yfUytqMBgopwjb2DTLSokTSzL1zt6iGPaS49,,1106184,1109680,3496
4540,3446,EUDj8idRk3hwHvUV8M7LmPfvrCNADoMGDd7ZX4s38ntA,,156031115,156022619,-8496
4539,3445,3AVi9Tg9Uo68tJfuvoKvqKNWKkC5wPdSSdeBnizKZ6jT,,995322,999187,3865
4538,3445,EUDj8idRk3hwHvUV8M7LmPfvrCNADoMGDd7ZX4s38ntA,,156039980,156031115,-8865
4537,3444,Cw8CFyM9FkoMi7K7Crf6HNQqf4uEMzpKw6QNghXLvLkY,,985757,989939,4182
4536,3444,EUDj8idRk3hwHvUV8M7LmPfvrCNADoMGDd7ZX4s38ntA,,156049162,156039980,-9182
4535,3443,ADuUkR4vqLUMWXxW9gh6D6L8pMSawimctcNZ5pGwDcEt,,1327714,1332200,4486
4534,3443,EUDj8idRk3hwHvUV8M7LmPfvrCNADoMGDd7ZX4s38ntA,,156058648,156049162,-9486
4533,3442,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,717683153,717677220,-5933
4532,3441,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,717688974,717683153,-5821
4531,3440,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,717694886,717688974,-5912
4530,3439,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,418257464,418251508,-5956
4529,3438,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,418263317,418257464,-5853
4528,3437,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4284389934,4284372133,-17801
4527,3436,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,717700650,717694886,-5764
4526,3435,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4284397332,4284389934,-7398
4525,3434,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,418269099,418263317,-5782
4524,3433,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4284415130,4284397332,-17798
4523,3432,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,418274976,418269099,-5877
4522,3431,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4284422530,4284415130,-7400
4521,3430,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4284429926,4284422530,-7396
4520,3429,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,717706552,717700650,-5902
4519,3428,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,717712025,717706552,-5473
4518,3427,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4284449260,4284429926,-19334
4517,3426,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4284468585,4284449260,-19325
4516,3425,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,418280779,418274976,-5803
4515,3424,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,717718043,717712025,-6018
4514,3423,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,717723526,717718043,-5483
4513,3422,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,717729280,717723526,-5754
4512,3421,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,418286622,418280779,-5843
4511,3420,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,418292581,418286622,-5959
4510,3419,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,717735298,717729280,-6018
4509,3418,DttWaMuVvTiduZRnguLF7jNxTgiMBZ1hyAumKUiL2KRL,,3934907,3939782,4875
4508,3418,EUDj8idRk3hwHvUV8M7LmPfvrCNADoMGDd7ZX4s38ntA,,156068523,156058648,-9875
4507,3417,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4284487893,4284468585,-19308
4506,3416,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4284507218,4284487893,-19325
4505,3415,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,717741159,717735298,-5861
4504,3414,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,418298550,418292581,-5969
4503,3413,Cw8CFyM9FkoMi7K7Crf6HNQqf4uEMzpKw6QNghXLvLkY,,12608063,12612083,4020
4502,3413,EUDj8idRk3hwHvUV8M7LmPfvrCNADoMGDd7ZX4s38ntA,,156077543,156068523,-9020
4501,3412,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4284526547,4284507218,-19329
4500,3411,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,717746495,717741159,-5336
4499,3410,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,418304224,418298550,-5674
4498,3409,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,717752585,717746495,-6090
4497,3408,ADaUMid9yfUytqMBgopwjb2DTLSokTSzL1zt6iGPaS49,,13161465,13166023,4558
4496,3408,EUDj8idRk3hwHvUV8M7LmPfvrCNADoMGDd7ZX4s38ntA,,156087101,156077543,-9558
4495,3407,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,418310063,418304224,-5839
4494,3406,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,717758672,717752585,-6087
4493,3405,96gYZGLnJYVFmbjzopPSU6QiEV5fGqZNyN9nmNhvrZU5,,1080870,1085229,4359
4492,3405,EUDj8idRk3hwHvUV8M7LmPfvrCNADoMGDd7ZX4s38ntA,,156096460,156087101,-9359
4491,3404,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4284545875,4284526547,-19328
4490,3403,ADuUkR4vqLUMWXxW9gh6D6L8pMSawimctcNZ5pGwDcEt,,2742323,2746315,3992
4489,3403,EUDj8idRk3hwHvUV8M7LmPfvrCNADoMGDd7ZX4s38ntA,,156105452,156096460,-8992
4488,3402,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,717764156,717758672,-5484
4487,3401,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,418315929,418310063,-5866
4486,3400,HFqU5x63VTqvQss8hp11i4wVV8bD44PvwucfZ2bU7gRe,,1566338,1570687,4349
4485,3400,EUDj8idRk3hwHvUV8M7LmPfvrCNADoMGDd7ZX4s38ntA,,156114801,156105452,-9349
4484,3399,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4284565196,4284545875,-19321
4483,3398,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4284584507,4284565196,-19311
4482,3397,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,418321677,418315929,-5748
4481,3396,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,717769907,717764156,-5751
4480,3395,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,717775858,717769907,-5951
4479,3394,DfXygSm4jCyNCybVYYK6DwvWqjKee8pbDmJGcLWNDXjh,,3277936,3282300,4364
4478,3394,EUDj8idRk3hwHvUV8M7LmPfvrCNADoMGDd7ZX4s38ntA,,156124165,156114801,-9364
4477,3393,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,717781435,717775858,-5577
4476,3392,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,418327337,418321677,-5660
4475,3391,ADaUMid9yfUytqMBgopwjb2DTLSokTSzL1zt6iGPaS49,,2638974,2642206,3232
4474,3391,EUDj8idRk3hwHvUV8M7LmPfvrCNADoMGDd7ZX4s38ntA,,156132397,156124165,-8232
4473,3390,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4284603844,4284584507,-19337
4472,3389,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4284623164,4284603844,-19320
4471,3388,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4284642473,4284623164,-19309
4470,3387,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,418333068,418327337,-5731
4469,3386,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,717787445,717781435,-6010
4468,3385,DttWaMuVvTiduZRnguLF7jNxTgiMBZ1hyAumKUiL2KRL,,978304,982889,4585
4467,3385,EUDj8idRk3hwHvUV8M7LmPfvrCNADoMGDd7ZX4s38ntA,,156141982,156132397,-9585
4466,3384,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,717793352,717787445,-5907
4465,3383,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4283559089,4283554089,-5000
4464,3382,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4283564089,4283559089,-5000
4463,3381,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4283569089,4283564089,-5000
4462,3380,C3gVUBdojFedBe2Q2NsuQDeaimhSHqjmkrbWhL9ZECs7,,0,1100000,1100000
4461,3380,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4284674089,4283569089,-1105000
4460,3379,ADuUkR4vqLUMWXxW9gh6D6L8pMSawimctcNZ5pGwDcEt,,2017495,2021593,4098
4459,3379,EUDj8idRk3hwHvUV8M7LmPfvrCNADoMGDd7ZX4s38ntA,,156151080,156141982,-9098
4458,3378,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,418338885,418333068,-5817
4457,3377,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,717798746,717793352,-5394
4456,3376,ADuUkR4vqLUMWXxW9gh6D6L8pMSawimctcNZ5pGwDcEt,,1008560,1012692,4132
4455,3376,EUDj8idRk3hwHvUV8M7LmPfvrCNADoMGDd7ZX4s38ntA,,161385793,161376661,-9132
4454,3375,Cw8CFyM9FkoMi7K7Crf6HNQqf4uEMzpKw6QNghXLvLkY,,963201,967667,4466
4453,3375,EUDj8idRk3hwHvUV8M7LmPfvrCNADoMGDd7ZX4s38ntA,,161395259,161385793,-9466
4452,3374,DfXygSm4jCyNCybVYYK6DwvWqjKee8pbDmJGcLWNDXjh,,964546,968904,4358
4451,3374,EUDj8idRk3hwHvUV8M7LmPfvrCNADoMGDd7ZX4s38ntA,,161404617,161395259,-9358
4450,3373,ADaUMid9yfUytqMBgopwjb2DTLSokTSzL1zt6iGPaS49,,956560,960898,4338
4449,3373,EUDj8idRk3hwHvUV8M7LmPfvrCNADoMGDd7ZX4s38ntA,,161413955,161404617,-9338
4448,3372,Cw8CFyM9FkoMi7K7Crf6HNQqf4uEMzpKw6QNghXLvLkY,,958810,963201,4391
4447,3372,EUDj8idRk3hwHvUV8M7LmPfvrCNADoMGDd7ZX4s38ntA,,161423346,161413955,-9391
4446,3371,BoYfJDbr5j8TYbr2w66DBNcXNhafHysbQngupVX4NArt,,231635458,231630356,-5102
4445,3370,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,421507243,421501414,-5829
4444,3369,2gLgfDKRhzMkDpCWk2us4LCebJ9HbiapfFjCTHQqxC9g,,79232398,79227398,-5000
4443,3368,BoYfJDbr5j8TYbr2w66DBNcXNhafHysbQngupVX4NArt,,231640593,231635458,-5135
4442,3367,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4299979872,4299972475,-7397
4441,3366,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,723924096,723918169,-5927
4440,3365,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4299987271,4299979872,-7399
4439,3364,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,421512971,421507243,-5728
4438,3363,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4299994672,4299987271,-7401
4437,3362,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4300002071,4299994672,-7399
4436,3361,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4300009468,4300002071,-7397
4435,3360,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4300016865,4300009468,-7397
4434,3359,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,723929924,723924096,-5828
4433,3358,2gLgfDKRhzMkDpCWk2us4LCebJ9HbiapfFjCTHQqxC9g,,79237398,79232398,-5000
4432,3357,BoYfJDbr5j8TYbr2w66DBNcXNhafHysbQngupVX4NArt,,231645698,231640593,-5105
4431,3356,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,723935399,723929924,-5475
4430,3355,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,421518918,421512971,-5947
4429,3354,BoYfJDbr5j8TYbr2w66DBNcXNhafHysbQngupVX4NArt,,231650755,231645698,-5057
4428,3353,2gLgfDKRhzMkDpCWk2us4LCebJ9HbiapfFjCTHQqxC9g,,79242398,79237398,-5000
4427,3352,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,723941157,723935399,-5758
4426,3351,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,421524786,421518918,-5868
4425,3350,2gLgfDKRhzMkDpCWk2us4LCebJ9HbiapfFjCTHQqxC9g,,79247398,79242398,-5000
4424,3349,BoYfJDbr5j8TYbr2w66DBNcXNhafHysbQngupVX4NArt,,231655755,231650755,-5000
4423,3348,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,723946943,723941157,-5786
4422,3347,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,421530515,421524786,-5729
4421,3346,A9eLa4Rr7Z78ovaiHQacsVsYRygtN32Pq48DhSLdhKoT,,723952267,723946943,-5324
4420,3345,2gLgfDKRhzMkDpCWk2us4LCebJ9HbiapfFjCTHQqxC9g,,79252398,79247398,-5000
4419,3344,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4326933853,4326926455,-7398
4418,3343,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4326941253,4326933853,-7400
4417,3342,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4326948653,4326941253,-7400
4416,3341,2gLgfDKRhzMkDpCWk2us4LCebJ9HbiapfFjCTHQqxC9g,,84612398,84607398,-5000
4415,3340,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,427787781,427781927,-5854
4414,3339,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4326956049,4326948653,-7396
4413,3338,2gLgfDKRhzMkDpCWk2us4LCebJ9HbiapfFjCTHQqxC9g,,84617398,84612398,-5000
4412,3337,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,427793444,427787781,-5663
4411,3336,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4326963449,4326956049,-7400
4410,3335,2gLgfDKRhzMkDpCWk2us4LCebJ9HbiapfFjCTHQqxC9g,,84622398,84617398,-5000
4409,3334,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,427799389,427793444,-5945
4408,3333,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4326970847,4326963449,-7398
4407,3332,2gLgfDKRhzMkDpCWk2us4LCebJ9HbiapfFjCTHQqxC9g,,84627398,84622398,-5000
4406,3331,BWCQUz43UZqzSb7ysUaWJRNPhMWL48KAM1R2E1xdf4Bw,,427805106,427799389,-5717
4405,3330,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4326998224,4326970847,-27377
4404,3329,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4325913458,4325908458,-5000
4403,3328,VUUXnZKyT1Zn2Tcr217sTdXymzyJ2Xs34k28Lnqtto9,,4325918458,4325913458,-5000
